Predict,Actual
84.25397171496812,84.45
84.2044078754924,83.95
83.47841861451701,83.43
83.83791349739157,84.51
84.5948065919669,85.19
84.9688641054408,85.26
85.07471332594616,85.3
85.07471332594616,85.3
85.13606920760083,85.45
85.25366459291763,85.42
84.8913631238843,84.9
84.73529348391148,85.31
84.73529348391148,85.31
85.57150236988795,85.95
84.62604616535481,84.57
83.91231534292902,84.82
84.19158892957546,85.08
85.61902068596807,85.92
86.54879961565926,87.27
87.51191137691615,87.59
87.34892191081707,87.46
87.14889533318747,87.99
87.88098268741906,88.62
88.89348706905773,89.46
89.478095882931,90.12
89.50318512977526,89.61
89.50318512977526,89.61
89.88337184695101,90.13
89.1419973013724,89.07
88.51789673704795,88.26
86.39379044289201,86.56
86.5875260914278,87.18
87.45579972975628,87.24
84.20187032317543,84.38
83.26656700754688,82.56
82.7741652471037,82.15
82.98210468965202,83.52
84.5778819723244,84.93
84.85549548839327,84.82
83.83232913317978,83.17
83.34523989701114,84.43
84.95770899308343,85.09
85.36339577156416,85.43
84.91335002624868,85.47
85.30158154383992,85.82
85.12724162989284,84.79
85.12724162989284,84.79
84.34222444633208,85.35
84.11306602961615,84.34
83.91696434270288,85.07
81.30454967754592,80.5
79.43679313470037,77.95
78.82150467978818,78.11
77.66935132003898,77.43
75.21984337833885,77.07
78.75574420771173,81.97
81.81873115845228,80.32
82.13185926230653,84.35
81.42204130783733,80.46
77.54667627457292,78.56
72.06580226754261,70.75
71.82525921556051,72.91
69.731074638825,68.84
64.2944464591234,63.42
66.45453155448836,69.2
63.58269973600521,64.13
66.754615899806,70.44
66.72620111089624,68.87
66.80665158702998,65.76
67.28921468277468,66.46
65.22668389577255,63.37
